feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,target_GDP,target_country_code,target_year,target_quarter,sample_id
0.73114693,0.4353939,0.31233656,0.3793312,0.68824875,0.7511056,0.7309792,0.48541102,0.0020791558,0.015021882,0.44025874,0.5919089,0.5790483,0.43991244,0.78319114,0.5858298,0.44036493,0.12743813,0.038781144,0.004149378,0.0029040887,0.0119801555,0.0055225627,2.0,2018.0,2.0,1.8,2.0,2018.0,2.0,77
0.5562522,0.3440625,0.26183215,0.3786064,0.6854879,0.57859224,0.6575836,0.48304555,0.0013852227,0.013465081,0.4399124,0.49590564,0.49824014,0.43956608,0.66757834,0.5652153,0.42848602,0.13450216,0.037396118,0.004149378,0.008416205,0.054143686,0.012293948,2.0,2018.0,3.0,0.2,2.0,2018.0,3.0,78
0.50096446,0.26861674,0.15165415,0.37842122,0.68537533,0.5407146,0.62437344,0.48667395,0.0022421898,0.01175933,0.43850708,0.40768212,0.43239588,0.43816063,0.5906267,0.5548284,0.4440606,0.13732778,0.033240993,0.004149378,0.025905501,0.16626106,0.036728688,2.0,2018.0,4.0,0.1,2.0,2018.0,4.0,79
0.45040745,0.28014812,0.149214,0.377437,0.6857426,0.49295542,0.54509,0.48537594,0.00087185885,0.008174295,0.43745002,0.40559426,0.4364439,0.43710354,0.5319859,0.5324811,0.44010097,0.10765883,0.030470897,0.004149378,0.027118465,0.17404646,0.03382176,2.0,2019.0,1.0,1.4,2.0,2019.0,1.0,80
0.42876065,0.21831216,0.17875326,0.378885,0.68546736,0.47450233,0.5367203,0.48477417,0.0008928712,0.0073452927,0.4379102,0.6099174,0.6103406,0.43756384,0.5037085,0.53706706,0.4437966,0.1203741,0.026315773,0.004149378,0.0045974236,0.029506579,0.009837058,2.0,2019.0,2.0,0.6,2.0,2019.0,2.0,81
0.48423955,0.2105629,0.17933607,0.37700513,0.68682575,0.5225324,0.52678657,0.48649088,0.0010950018,0.0069686794,0.43643814,0.58313996,0.60054624,0.43609178,0.4987484,0.5236518,0.45382768,0.11048445,0.024930745,0.004149378,0.0077796797,0.049933065,0.010060362,2.0,2019.0,3.0,1.5,2.0,2019.0,3.0,82
0.49307984,0.20434587,0.30840787,0.38094077,0.6864184,0.5051194,0.52239704,0.48353013,0.0010644381,0.008347796,0.4375799,0.65889865,0.6554451,0.4372332,0.52674764,0.5253282,0.4377252,0.102007605,0.033240993,0.004149378,0.025208635,0.16178848,0.034009345,2.0,2019.0,4.0,0.9,2.0,2019.0,4.0,83
0.5482243,0.1601767,0.27326795,0.3739242,0.684392,0.38593647,0.46349406,0.4830428,0.0001668435,0.01361206,0.43178162,0.4160434,0.48922896,0.43143475,0.68148524,0.32765713,0.40367234,0.02430324,0.07894736,0.0062240665,0.028164161,0.21824117,0.04917202,3.0,2013.0,1.0,0.0,3.0,2013.0,1.0,84
0.6285516,0.33773115,0.35735142,0.372665,0.68852705,0.43504065,0.42903844,0.4763493,0.0002915656,0.021000503,0.42703006,0.32343602,0.5446385,0.4266817,0.7123586,0.2515339,0.41898292,0.039844114,0.07202214,0.0062240665,0.014542214,0.11289092,0.03086689,3.0,2013.0,2.0,1.8,3.0,2013.0,2.0,85
0.3809752,0.3556555,0.2815928,0.38555914,0.688242,0.6480393,0.57884014,0.4856455,0.00028998093,0.010709132,0.43481496,0.85205954,0.91312695,0.43446845,0.30117744,0.85592777,0.40235245,0.031367276,0.030470897,0.0,0.018335043,0.1472383,0.040815677,3.0,2016.0,3.0,0.5,3.0,2016.0,3.0,86
0.50182456,0.40092507,0.26742426,0.37642923,0.68807477,0.6576942,0.6358368,0.48511386,0.0052164607,0.019652544,0.4345332,0.67757046,0.71938264,0.434186,0.44094196,0.7500408,0.41898292,0.063861825,0.029085869,0.0,0.023352237,0.18365481,0.043896884,3.0,2016.0,4.0,1.0,3.0,2016.0,4.0,87
0.6443208,0.42988563,0.32901976,0.37781832,0.6863397,0.6737312,0.7277642,0.48667547,0.0011232957,0.0010003948,0.43036258,0.5019658,0.62696296,0.43001506,0.6890414,0.5888186,0.42188665,0.063861825,0.024930745,0.0,0.029415192,0.22720674,0.050580945,3.0,2017.0,1.0,1.0,3.0,2017.0,1.0,88
0.68015987,0.50225896,0.32003772,0.3780482,0.6858252,0.6323294,0.7090417,0.46005282,0.0014232442,0.050890006,0.43046957,0.41914016,0.5290748,0.4301214,0.7944094,0.5267446,0.43297362,0.06810025,0.023545718,0.0,0.016798278,0.12988028,0.03484455,3.0,2017.0,2.0,1.4,3.0,2017.0,2.0,89
0.744718,0.4334219,0.3181217,0.37700996,0.68645287,0.60520905,0.6307631,0.48660782,0.005684008,0.0029883136,0.43151772,0.45443058,0.5430594,0.43116975,0.7741517,0.41273034,0.42875,0.07657709,0.02077562,0.0,0.021717846,0.16780442,0.03862727,3.0,2017.0,3.0,2.0,3.0,2017.0,3.0,90
0.7159034,0.45509672,0.3596067,0.38582698,0.6859755,0.64681506,0.7114091,0.4863653,0.00047744202,0.0042822696,0.4325125,0.6214516,0.7035806,0.4321654,0.8062767,0.44439638,0.4276941,0.07657709,0.016620496,0.0,0.02837224,0.21913178,0.049416434,3.0,2017.0,4.0,2.2,3.0,2017.0,4.0,91
0.60441995,0.773247,0.372591,0.3815026,0.6859794,0.6797865,0.7635753,0.4857393,0.00073384127,0.010800813,0.43241096,0.697646,0.78980917,0.43206325,0.68199515,0.5113805,0.42426243,0.10765883,0.0069252206,0.0,0.03206266,0.24762203,0.053182136,3.0,2018.0,1.0,1.4,3.0,2018.0,1.0,92
0.6350982,0.74066263,0.32627672,0.37996775,0.6863465,0.68581414,0.7381317,0.486414,0.000383758,0.0035885335,0.4316717,0.59818393,0.6969428,0.43132332,0.67249215,0.5085652,0.4232065,0.0794027,0.0027700965,0.0,0.015980389,0.012341324,0.01065866,3.0,2018.0,2.0,1.3,3.0,2018.0,2.0,93
0.57010996,0.7003771,0.29041204,0.37893003,0.68509233,0.58952266,0.7354715,0.48597297,0.0009269612,0.007839674,0.43077558,0.5562694,0.67067486,0.4304265,0.74045056,0.5647109,0.4300699,0.099181995,0.0055401516,0.0,0.020877229,0.16135785,0.039323505,3.0,2018.0,3.0,0.0,3.0,2018.0,3.0,94
0.548272,0.7520444,0.19699308,0.3790855,0.6842311,0.5818105,0.71809286,0.48639423,0.00672341,0.008164729,0.43435547,0.51743644,0.5491543,0.43400383,0.72798073,0.59381664,0.4298059,0.08646674,0.0069252206,0.0,0.025742972,0.1988258,0.04512382,3.0,2018.0,4.0,-0.1,3.0,2018.0,4.0,95
0.4693305,0.28956062,0.18412034,0.38035375,0.68586314,0.50424504,0.55151325,0.48641,0.0061122496,0.0059659164,0.43588895,0.53787655,0.54041475,0.43553498,0.54121083,0.5923298,0.41898292,0.063861825,0.0069252206,0.0,0.029553074,0.22836041,0.051094186,3.0,2019.0,1.0,-0.2,3.0,2019.0,1.0,96
0.44711024,0.2820286,0.19463775,0.3802164,0.6854149,0.51081616,0.5826639,0.48574644,0.0005074383,0.010007611,0.43738785,0.6493701,0.62674934,0.4370343,0.5678194,0.5989912,0.41898292,0.08364112,0.0013850275,0.0,0.016130742,0.12495901,0.03427231,3.0,2019.0,2.0,0.0,3.0,2019.0,2.0,97
0.45552048,0.32306722,0.20997557,0.38286158,0.68594456,0.5647258,0.61928856,0.4803867,0.00064399204,0.04587549,0.43722308,0.65441054,0.6365429,0.4368682,0.50176156,0.630773,0.43693325,0.06527463,0.0013850275,0.0,0.022035481,0.17033464,0.040506106,3.0,2019.0,3.0,0.6,3.0,2019.0,3.0,98
0.4147595,0.114612065,0.30065432,0.3787809,0.68773866,0.5130517,0.5061489,0.48496914,0.010460618,0.05039162,0.434599,0.68699455,0.727011,0.434241,0.40524754,0.60901654,0.3822903,0.07233867,0.0,0.0,0.026614305,0.205546,0.04552921,3.0,2019.0,4.0,-2.0,3.0,2019.0,4.0,99
0.6190901,0.3681416,0.28709686,0.37849084,0.6804348,0.43799326,0.5686774,0.29543614,0.00071271596,0.008508945,0.439148,0.31318176,0.4257123,0.43881184,0.48868904,0.5246587,0.41185558,0.16840953,0.22853182,0.024896266,0.030242847,0.26838362,0.069262065,4.0,2013.0,1.0,0.99,4.0,2013.0,1.0,100
0.90752304,0.40884957,0.31684887,0.31416926,0.68616235,0.54066586,0.57718325,0.48714224,0.0013728202,0.0057316693,0.44729933,0.3413104,0.43296164,0.44693276,0.5088541,0.4915514,0.42056677,0.1641711,0.2243767,0.024896266,0.0034098488,0.029979069,0.013842307,4.0,2013.0,2.0,1.86,4.0,2013.0,2.0,101
0.7214465,0.4337463,0.3348135,0.37636808,0.6834632,0.526174,0.63494825,0.4843298,0.00084030983,0.0090367915,0.43949127,0.25947034,0.38601223,0.43915144,0.45072317,0.48977914,0.4245264,0.16699672,0.22022158,0.024896266,0.0065696025,0.058715783,0.02000446,4.0,2013.0,3.0,1.74,4.0,2013.0,3.0,102
0.67858297,0.45227137,0.3721783,0.37863845,0.68293095,0.5954696,0.70402205,0.48569617,0.0014134505,0.011252099,0.44730833,0.3760066,0.4518404,0.4469547,0.5050992,0.54001915,0.42743012,0.1401534,0.20360108,0.024896266,0.026617773,0.24115083,0.055284653,4.0,2013.0,4.0,2.57,4.0,2013.0,4.0,103
0.54554826,0.45050147,0.33896214,0.3683766,0.68609095,0.58505356,0.6184886,0.4862022,0.00052358006,0.0047296304,0.43069327,0.397328,0.49448466,0.43033987,0.6148248,0.6389678,0.4361413,0.12461252,0.18698059,0.024896266,0.02742638,0.24278884,0.054941684,4.0,2014.0,1.0,3.12,4.0,2014.0,1.0,104
0.30628654,0.39445427,0.36054358,0.3743449,0.68514365,0.58894515,0.64783204,0.4852325,0.0017706691,0.015844528,0.41678998,0.4387934,0.5367479,0.41648003,0.67837936,0.65989405,0.4448525,0.12461252,0.16620496,0.024896266,8.6280066e-05,0.00075841346,0.0015405404,4.0,2014.0,2.0,3.27,4.0,2014.0,2.0,105
0.39717445,0.39504424,0.30670157,0.38209963,0.68476397,0.5452194,0.6339763,0.4848735,0.00054281787,0.0076161358,0.430377,0.47720334,0.5516799,0.43002865,0.6928426,0.66420597,0.4353494,0.11189725,0.15373959,0.024896266,0.009305996,0.081841975,0.018633464,4.0,2014.0,3.0,3.19,4.0,2014.0,3.0,106
0.49967423,0.42772862,0.22087002,0.37478554,0.6847913,0.5202218,0.6058319,0.4858468,0.0013439542,0.010042,0.4204052,0.46564734,0.5552393,0.4200496,0.5605878,0.6060133,0.44749227,0.09070516,0.14127421,0.024896266,0.027263958,0.26390022,0.064221025,4.0,2014.0,4.0,3.2,4.0,2014.0,4.0,107
0.3148879,0.47469026,0.21172854,0.38238016,0.68454105,0.39910883,0.5000866,0.48665315,0.0020586264,0.00769466,0.43506,0.46255147,0.5360133,0.43471482,0.4920267,0.60384065,0.44802022,0.05538499,0.13296397,0.024896266,0.030590875,0.26935896,0.05887895,4.0,2015.0,1.0,2.66,4.0,2015.0,1.0,108
0.45236665,0.55480826,0.21314561,0.35645562,0.6875073,0.40224966,0.4109193,0.45890862,0.00036206553,0.008187604,0.4485631,0.30326906,0.406156,0.44821295,0.42513442,0.6116539,0.44538048,0.051146567,0.1371191,0.024896266,0.0,0.0,0.0,4.0,2015.0,2.0,2.36,4.0,2015.0,2.0,109
0.4522233,0.53073746,0.20218927,0.37450287,0.6866429,0.39101717,0.4214653,0.48606306,0.0011611374,0.008025314,0.44237176,0.292668,0.40594164,0.4420173,0.39217505,0.6274011,0.44643638,0.051146567,0.12465372,0.024896266,0.00701031,0.062105414,0.016085636,4.0,2015.0,3.0,2.0,4.0,2015.0,3.0,110
0.39000663,0.48542774,0.230456,0.38057694,0.6864062,0.39608023,0.4370168,0.48649105,0.0006496965,0.0035503749,0.44001976,0.19096363,0.33726263,0.43966147,0.45392177,0.62913465,0.43878108,0.05397218,0.116343476,0.024896266,0.025828505,0.2273145,0.05176298,4.0,2015.0,4.0,1.87,4.0,2015.0,4.0,111
0.38986328,0.40483776,0.17611124,0.37713796,0.6861518,0.42125478,0.47046068,0.4925464,0.0017562457,0.0062892064,0.4590556,0.3120835,0.40609857,0.45866737,0.50565547,0.5127062,0.4440606,0.06668744,0.116343476,0.024896266,0.026211321,0.24352333,0.060661767,4.0,2016.0,1.0,1.94,4.0,2016.0,1.0,112
0.34212562,0.37109146,0.17108002,0.38232103,0.68202186,0.46216837,0.5934618,0.48653436,0.0009452952,0.0038359861,0.4661945,0.4881893,0.5290607,0.46576956,0.6712869,0.45836204,0.4448525,0.06668744,0.108033225,0.024896266,0.00021123847,0.0018620479,0.0019301593,4.0,2016.0,2.0,1.91,4.0,2016.0,2.0,113
0.28449637,0.31044248,0.19306152,0.37826893,0.6849402,0.4275753,0.53215426,0.48541695,0.0007660956,0.011069009,0.47231147,0.37545502,0.4334702,0.47188386,0.6562674,0.32273993,0.45409167,0.08222832,0.1038781,0.017980637,0.0078703845,0.07305685,0.04816141,4.0,2016.0,3.0,1.89,4.0,2016.0,3.0,114
0.41423386,0.2961652,0.16792254,0.38038078,0.6886549,0.47126704,0.40332124,0.48615935,0.0015074521,0.008567063,0.4937826,0.33573195,0.3666899,0.49336985,0.5021787,0.29790473,0.45884323,0.103420414,0.09972298,0.014522822,0.025763206,0.22641371,0.066247456,4.0,2016.0,4.0,1.95,4.0,2016.0,4.0,115
0.59314257,0.32011798,0.26971683,0.37945092,0.6885795,0.5957738,0.5080408,0.48501453,0.00060977164,0.011259369,0.50796163,0.20854172,0.3278591,0.507296,0.5571111,0.375575,0.4311258,0.1415662,0.09556785,0.014522822,0.025463818,0.22384568,0.0512588,4.0,2017.0,1.0,2.43,4.0,2017.0,1.0,116
0.54812866,0.2778761,0.29867727,0.37922373,0.68731403,0.58415866,0.5679887,0.48535788,0.0010518028,0.011250367,0.5174472,0.2471613,0.37010866,0.5159663,0.45642498,0.41148466,0.43165374,0.16699672,0.08725761,0.014522822,0.002860218,0.025158178,0.011386458,4.0,2017.0,2.0,2.52,4.0,2017.0,2.0,117
0.74710727,0.37498525,0.33582118,0.3818854,0.687869,0.8011198,0.6885603,0.48094174,0.0018355041,0.054588825,0.33478177,0.4394427,0.52859914,0.33950052,0.57073987,0.4978679,0.42479038,0.17123513,0.08310248,0.014522822,0.008252383,0.07254302,0.0150383115,4.0,2017.0,3.0,2.79,4.0,2017.0,3.0,118
0.6486215,0.46737462,0.40240994,0.3821463,0.6864518,0.77779996,0.7950937,0.48605582,0.00061958504,0.005934689,0.37218693,0.680282,0.7393808,0.37178937,0.74318564,0.56010145,0.4213587,0.17971197,0.08725761,0.021438451,0.026226562,0.23047823,0.06620884,4.0,2017.0,4.0,2.87,4.0,2017.0,4.0,119
0.7405129,0.5229499,0.35580578,0.38262928,0.6837146,0.843923,0.91801196,0.48569486,0.0012359625,0.00975746,0.37719044,0.81086075,0.81196725,0.37673947,0.7671055,0.56961566,0.42426243,0.16699672,0.07894736,0.024896266,0.02775844,0.24394208,0.05200761,4.0,2018.0,1.0,2.07,4.0,2018.0,1.0,120
0.7466772,0.520472,0.3062995,0.37224707,0.68629664,0.7514221,0.7670486,0.48568526,0.0012127551,0.010825945,0.32965502,0.5669698,0.6337149,0.3283226,0.66308177,0.56088156,0.43059784,0.15286864,0.07063711,0.024896266,0.0,0.0,0.0,4.0,2018.0,2.0,1.59,4.0,2018.0,2.0,121
0.71470875,0.46147493,0.25538868,0.38152844,0.68603766,0.6554326,0.6844258,0.48673725,0.0016127666,0.0007871371,0.46668738,0.4502883,0.5235552,0.46633622,0.53819764,0.57398957,0.4377252,0.15851988,0.074792236,0.031811897,0.0049896287,0.04387789,0.012443631,4.0,2018.0,3.0,1.28,4.0,2018.0,3.0,122
0.5117162,0.32082596,0.17566913,0.3699029,0.6828702,0.6172998,0.70914334,0.48513314,0.0022619038,0.017458579,0.43920758,0.35536638,0.46048066,0.43890095,0.59299093,0.5532332,0.43561336,0.14721742,0.07063711,0.03526971,0.025638636,0.22531155,0.053930514,4.0,2018.0,4.0,0.69,4.0,2018.0,4.0,123
0.48032114,0.31280237,0.18414637,0.3664545,0.68464833,0.51100355,0.5907633,0.4864686,0.0012465412,0.0070021055,0.24184002,0.31997618,0.45252588,0.24159296,0.633321,0.546132,0.4517159,0.13026375,0.06232686,0.03526971,0.026300995,0.23113392,0.052142072,4.0,2019.0,1.0,1.36,4.0,2019.0,1.0,124
0.43559396,0.32731563,0.18483408,0.3808081,0.6873215,0.4620159,0.47584224,0.48674312,0.001586521,0.0035223484,0.4137577,0.48926032,0.5630299,0.41337904,0.5069071,0.5367681,0.44036493,0.13732778,0.066481985,0.03526971,0.0028065406,0.024759993,0.010770835,4.0,2019.0,2.0,1.52,4.0,2019.0,2.0,125
0.32692984,0.40495574,0.18718985,0.3791904,0.68707335,0.48678768,0.49905664,0.4861339,0.0013061264,0.008689736,0.0,0.58641136,0.6452451,0.0,0.73303354,0.50404227,0.4377252,0.12885094,0.06232686,0.03526971,0.0074716886,0.065715596,0.015855145,4.0,2019.0,3.0,1.92,4.0,2019.0,3.0,126
0.5611741,0.5844248,0.28799915,0.38388592,0.6911805,0.5769078,0.4765303,0.48627412,0.00080582406,0.0055654477,0.27367634,0.5892331,0.6639728,0.27307674,0.5984146,0.57074624,0.42584628,0.11189725,0.06232686,0.03526971,0.02384815,0.20957686,0.054719035,4.0,2019.0,4.0,1.77,4.0,2019.0,4.0,127
0.4834272,0.28803235,0.30517474,0.38455543,0.68641835,0.50918347,0.54477173,0.48577303,0.000922237,0.010479999,0.4297197,0.40520203,0.5031252,0.429374,0.5102911,0.5518363,0.4221506,0.096356384,0.33656505,0.03526971,0.04407471,0.1873998,0.05790474,5.0,2013.0,1.0,-0.1,5.0,2013.0,1.0,128
0.5382849,0.37441024,0.36783785,0.382528,0.68792754,0.5823522,0.5968833,0.49103078,0.0052775024,0.009633739,0.410853,0.4896193,0.59171706,0.41050607,0.5393566,0.55932194,0.43402952,0.08505393,0.33794996,0.02835408,0.013460015,0.058727533,0.016989015,5.0,2013.0,2.0,1.2,5.0,2013.0,2.0,129
0.48983043,0.29885477,0.3831515,0.37201655,0.6842786,0.6228257,0.6724065,0.48711795,0.0006243845,0.00074076524,0.40662867,0.47843423,0.5931718,0.40628156,0.5440386,0.58843935,0.43191773,0.092117965,0.3282548,0.024896266,0.014759691,0.061069436,0.02810098,5.0,2013.0,3.0,0.9,5.0,2013.0,3.0,130
0.51778495,0.38728127,0.397121,0.38623172,0.6898604,0.63770765,0.6501178,0.48609188,0.0012577855,0.013961879,0.41627347,0.4588275,0.56601006,0.41592655,0.55660117,0.58519673,0.42690217,0.0794027,0.3268699,0.017980637,0.03907742,0.17029692,0.06190087,5.0,2013.0,4.0,1.6,5.0,2013.0,4.0,131
0.51778495,0.32257804,0.37166104,0.31697702,0.68360895,0.6284368,0.69946307,0.49326956,0.0063404576,0.007554213,0.40657747,0.5827685,0.6688083,0.4062282,0.5509457,0.5787763,0.42716616,0.08081551,0.3282548,0.014522822,0.03969467,0.1675445,0.07289434,5.0,2014.0,1.0,1.5,5.0,2014.0,1.0,132
0.4968549,0.26623064,0.39510882,0.3555253,0.67684656,0.59510815,0.7044772,0.4853324,0.00025897182,0.017059883,0.42076653,0.6560326,0.6978204,0.4204191,0.5459392,0.5764733,0.42663822,0.07798989,0.3282548,0.013139696,0.012552013,0.053544555,0.021168532,5.0,2014.0,2.0,0.8,5.0,2014.0,2.0,133
0.5290623,0.35349894,0.3104504,0.3854203,0.6885947,0.5828166,0.6046824,0.48922196,0.004408422,0.0063948133,0.4354884,0.45245814,0.52304643,0.4351417,0.56392545,0.54464126,0.4224146,0.06810025,0.3296397,0.0089903185,0.020209007,0.08414198,0.028345475,5.0,2014.0,3.0,1.4,5.0,2014.0,3.0,134
0.5653792,0.2931528,0.22641075,0.38781914,0.69771785,0.49295908,0.5188692,0.48576182,0.001072291,0.020018714,0.4386386,0.40912914,0.4858613,0.4382926,0.5552105,0.5177489,0.42743012,0.063861825,0.33933526,0.0062240665,0.03987438,0.17883581,0.068338215,5.0,2014.0,4.0,0.4,5.0,2014.0,4.0,135
0.5761309,0.38461778,0.21843792,0.37889948,0.68787146,0.33677667,0.35120276,0.48587438,0.00091322535,0.0139015345,0.44075567,0.2831294,0.39335614,0.4404096,0.5668459,0.46692428,0.4342935,0.039844114,0.33518013,0.0062240665,0.044036973,0.18231486,0.07151104,5.0,2015.0,1.0,1.0,5.0,2015.0,1.0,136
0.62926835,0.3912295,0.2037385,0.38698244,0.6910219,0.374529,0.32042727,0.46285936,0.0007099047,0.027944716,0.44558793,0.17624985,0.307817,0.44524202,0.60458,0.45675865,0.4461724,0.061036214,0.33794996,0.0062240665,0.006401922,0.034015533,0.014886108,5.0,2015.0,2.0,1.0,5.0,2015.0,2.0,137
0.5792848,0.3864107,0.21197827,0.37017962,0.6907544,0.3682862,0.3939099,0.48545823,0.00026305002,0.012077143,0.4380987,0.26904264,0.3918783,0.43775228,0.55947524,0.4908779,0.44590843,0.05397218,0.33240992,0.0062240665,0.016646478,0.07085599,0.029548189,5.0,2015.0,3.0,0.7,5.0,2015.0,3.0,138
0.5706356,0.41677532,0.24360435,0.37729454,0.68096,0.42722395,0.47578603,0.48418117,0.0010338814,0.025975352,0.4422206,0.17670156,0.32005495,0.44187436,0.6029112,0.50514865,0.44247675,0.05538499,0.33240992,0.0062240665,0.037935197,0.16276044,0.08962591,5.0,2015.0,4.0,1.2,5.0,2015.0,4.0,139
0.5150134,0.36700737,0.2186097,0.37755534,0.6825691,0.4814469,0.57130545,0.48543152,0.0013188497,0.046920244,0.44083962,0.4146126,0.48568994,0.44049326,0.5673095,0.56320024,0.44854817,0.04973376,0.33240992,0.0055325036,0.037867498,0.16940483,0.08411761,5.0,2016.0,1.0,1.0,5.0,2016.0,1.0,140
0.52136886,0.35919788,0.22907308,0.37455752,0.6793312,0.54538786,0.59668905,0.48709273,0.0033323239,0.0008850496,0.4380331,0.4853153,0.54233426,0.4376866,0.54566103,0.5808467,0.43350157,0.051146567,0.32132944,0.004149378,0.012011947,0.05301181,0.020098224,5.0,2016.0,2.0,0.6,5.0,2016.0,2.0,141
0.5061253,0.33903983,0.2620132,0.376445,0.0,0.51950496,0.5757093,0.48669553,0.0013750182,0.0022315711,0.4369376,0.52643275,0.5719906,0.436591,0.5681902,0.5617109,0.42531833,0.062449023,0.3144044,0.004149378,0.018629638,0.08012229,0.028992439,5.0,2016.0,3.0,0.5,5.0,2016.0,3.0,142
0.5346054,0.37658033,0.25364742,0.38492078,1.0,0.5679578,0.555645,0.48698625,0.0004891688,0.00072145264,0.43238837,0.44945362,0.52935636,0.4320408,0.58214355,0.5585099,0.44089288,0.07233867,0.32271478,0.004149378,0.03908774,0.17182818,0.07798068,5.0,2016.0,4.0,0.8,5.0,2016.0,4.0,143
0.5877428,0.36266968,0.30457598,0.38077536,0.6845276,0.5296596,0.606323,0.4846637,0.0005175207,0.004658099,0.42326087,0.3454364,0.47445974,0.4229126,0.7034118,0.5384125,0.4361413,0.102007605,0.30470908,0.004149378,0.04233799,0.17516176,0.08628233,5.0,2017.0,1.0,1.1,5.0,2017.0,1.0,144
0.5769433,0.41635218,0.3458122,0.37654462,0.65546036,0.57342863,0.63463247,0.48531267,0.00018536758,0.007094559,0.4080455,0.46843702,0.58568573,0.4076959,0.6516781,0.5441172,0.44010097,0.08929235,0.300554,0.004149378,0.015205266,0.07373086,0.02770075,5.0,2017.0,2.0,2.2,5.0,2017.0,2.0,145
0.59758663,0.4445831,0.37298638,0.38342896,0.69998705,0.7092368,0.70344406,0.4854184,0.0003115702,0.01679982,0.40542346,0.53174233,0.63851845,0.40507385,0.64926755,0.57469267,0.44854817,0.08787954,0.29778385,0.004149378,0.021299403,0.09197276,0.03598377,5.0,2017.0,3.0,2.9,5.0,2017.0,3.0,146
0.6181821,0.48633093,0.40271512,0.37285385,0.68399626,0.7109332,0.7827826,0.48639563,0.0018508042,0.01577796,0.39747742,0.7616265,0.8105861,0.39712805,0.65478396,0.58188605,0.4437966,0.1005948,0.2797784,0.004149378,0.040724393,0.16797209,0.07890146,5.0,2017.0,4.0,2.9,5.0,2017.0,4.0,147
0.5929037,0.4250956,0.38807607,0.37582666,0.6862753,0.8630835,0.8679333,0.49558726,0.0023216594,0.0007177563,0.41047966,0.8259937,0.83878416,0.41013125,0.59855366,0.596428,0.43930903,0.10907164,0.28947362,0.004149378,0.041151334,0.16996904,0.07375132,5.0,2018.0,1.0,2.2,5.0,2018.0,1.0,148
0.56499696,0.38120744,0.30822802,0.33850384,0.68029696,0.74377394,0.81087345,0.49445006,0.004432354,0.0089161,0.42441636,0.6132092,0.661924,0.4240685,0.653486,0.58022565,0.44247675,0.13026375,0.28531852,0.004149378,0.009690767,0.01352934,0.0025550954,5.0,2018.0,2.0,1.5,5.0,2018.0,2.0,149
0.5983034,0.36674568,0.26751474,0.41832694,0.6821577,0.62459797,0.69138396,0.49312449,0.0045536677,0.008671377,0.43036783,0.5306732,0.5898778,0.4300202,0.64815503,0.56111354,0.43402952,0.14721742,0.27285317,0.004149378,0.017002437,0.075675465,0.02609835,5.0,2018.0,3.0,1.3,5.0,2018.0,3.0,150
0.5848279,0.3130059,0.18667151,0.39165,0.6872909,0.5792829,0.6142206,0.48674634,0.0013867236,0.0037811815,0.4344768,0.46660712,0.5345046,0.43412927,0.62655294,0.55164635,0.42716616,0.13167655,0.27008307,0.004149378,0.04004933,0.16504636,0.07447317,5.0,2018.0,4.0,1.4,5.0,2018.0,4.0,151
0.6026041,0.39305523,0.20948984,0.3828166,0.6892159,0.5437788,0.50522625,0.4861408,0.0012188631,0.0075945966,0.43611282,0.47748312,0.5365568,0.43576545,0.62048024,0.53125817,0.43138975,0.102007605,0.267313,0.004149378,0.040119305,0.16705382,0.0705623,5.0,2019.0,1.0,2.4,5.0,2019.0,1.0,152
0.60695255,0.40254834,0.23316057,0.38205203,0.6920385,0.5399835,0.5250886,0.48620468,0.0012832517,0.008645578,0.43012524,0.67800015,0.6901252,0.42977795,0.60954016,0.53654855,0.43033385,0.099181995,0.25900277,0.004149378,0.013875751,0.06665758,0.017137764,5.0,2019.0,2.0,2.7,5.0,2019.0,2.0,153
0.5673384,0.35439247,0.23779465,0.37181702,0.6972197,0.49602422,0.5253801,0.48698848,0.0021008702,0.0007841887,0.43066916,0.68120754,0.6905958,0.4303225,0.6005934,0.5252689,0.43059784,0.09353077,0.24515232,0.004149378,0.020275524,0.08805127,0.023143955,5.0,2019.0,3.0,2.2,5.0,2019.0,3.0,154
0.5217511,0.3068001,0.34494564,0.38293868,0.6932449,0.48597234,0.4755219,0.48521772,0.0005071089,0.02679234,0.41948387,0.65281874,0.7027127,0.4191371,0.56332284,0.5270977,0.43402952,0.097769186,0.24515232,0.004149378,0.037625432,0.15532658,0.05562862,5.0,2019.0,4.0,1.0,5.0,2019.0,4.0,155
0.40110353,0.43646017,0.17708316,0.37879077,0.6854927,0.45700216,0.5636127,0.4877659,0.0023398604,0.009203291,0.4351207,0.61603934,0.5058323,0.43477422,0.65644175,0.39462122,0.44010097,0.32037124,0.13125625,0.30497926,0.0787171,0.037728477,0.025488969,6.0,2013.0,1.0,2.7211,6.0,2013.0,1.0,156
0.5266111,0.49628317,0.22522184,0.38006163,0.68662465,0.5788655,0.5657667,0.48593318,0.0010499568,0.011455044,0.43237078,0.60202533,0.57654285,0.432024,0.66552997,0.48637882,0.43350157,0.32937858,0.1377154,0.32918397,0.07460919,0.044815067,0.035409205,6.0,2013.0,2.0,4.0218,6.0,2013.0,2.0,157
