feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,target_GDP,target_country_code,target_year,target_quarter,sample_id
0.51440215,0.4060177,0.1807632,0.37952626,0.6850002,0.53462845,0.6425792,0.48628122,0.0012929761,0.0055985884,0.43249434,0.6424515,0.586543,0.43214756,0.7472888,0.39711523,0.4567314,0.308561,0.1276558,0.37067774,0.07799994,0.0648092,0.040507663,6.0,2013.0,3.0,2.759,6.0,2013.0,3.0,158
0.49178696,0.3457227,0.20056036,0.38068876,0.68752545,0.6163291,0.5036325,0.48647934,0.001203533,0.0049058967,0.43575975,0.52966684,0.47254315,0.43541315,0.61610585,0.43752226,0.45646745,0.29870668,0.116812795,0.4121715,0.07989649,0.041996524,0.036334965,6.0,2013.0,4.0,2.5288,6.0,2013.0,4.0,159
0.5139173,0.34619468,0.12805764,0.3792444,0.6853906,0.4642123,0.5867516,0.48595738,0.00090798753,0.0059581487,0.43450916,0.5467471,0.50536704,0.43416238,0.56392777,0.374679,0.450132,0.2972218,0.107958846,0.44674966,0.08543637,0.038530156,0.024988953,6.0,2014.0,1.0,3.4694,6.0,2014.0,1.0,160
0.5033172,0.18997051,0.2190375,0.3797296,0.68528414,0.44842196,0.55230343,0.48567823,0.0011403104,0.01793829,0.4248283,0.63805383,0.7594948,0.424481,0.47765663,0.49018934,0.44538048,0.32209027,0.09783701,0.46058092,0.07301695,0.08302946,0.061294723,6.0,2014.0,2.0,-0.4353,6.0,2014.0,2.0,161
0.48712286,0.20991151,0.29391506,0.37852517,0.68538713,0.537868,0.62645847,0.48564592,0.0007958193,0.020805452,0.4289734,0.54640985,0.63426656,0.4286264,0.5629987,0.61332464,0.4094798,0.33034086,0.10637139,0.46058092,0.08562101,0.054230236,0.04274149,6.0,2014.0,3.0,-0.6388,6.0,2014.0,3.0,162
0.32863078,0.22053097,0.1745782,0.37629917,0.6830256,0.23303625,0.51589525,0.486384,0.001362534,0.005559898,0.43301812,0.67383885,0.592405,0.4326714,0.44487548,0.4904472,0.4234705,0.3273503,0.112532936,0.47787,0.07487422,0.06377933,0.05487717,6.0,2014.0,4.0,-0.2285,6.0,2014.0,4.0,163
0.3234354,0.1520944,0.14665489,0.3798782,0.6866083,0.30343115,0.355203,0.48600677,0.0010765267,0.008772656,0.44296727,0.6291991,0.34828418,0.44262117,0.38890183,0.41154125,0.40657607,0.3756376,0.14013231,0.51936376,0.10223133,0.043930974,0.041462824,6.0,2015.0,1.0,-1.6194,6.0,2015.0,1.0,164
0.28747404,0.119764015,0.09977349,0.38047546,0.687613,0.27513957,0.25329965,0.4881328,0.0015446107,0.0023402784,0.44266757,0.6002353,0.3358794,0.44232145,0.24353488,0.24662381,0.38545802,0.4119613,0.17035273,0.56085753,0.06662043,0.07527331,0.05450177,6.0,2015.0,2.0,-2.7404,6.0,2015.0,2.0,165
0.2554047,0.0,0.0,0.38182297,0.6885058,0.1938757,0.109460324,0.48716193,0.0015204265,0.0016951953,0.45403704,0.56973565,0.0709481,0.45369163,0.13409327,0.12750135,0.36803564,0.45487952,0.2130448,0.5954357,0.07482429,0.062127564,0.053606015,6.0,2015.0,3.0,-4.2628,6.0,2015.0,3.0,166
0.5282022,0.18536365,0.30517474,0.363495,0.689006,0.5328215,0.48858738,0.48233598,0.0021687737,0.03540977,0.43219283,0.39166456,0.49301562,0.4318755,0.47251067,0.5532121,0.38511485,0.13591497,0.40858707,0.03526971,0.03994457,0.35498083,0.06155003,7.0,2013.0,1.0,-2.9,7.0,2013.0,1.0,167
0.52676857,0.2071345,0.36783785,0.39110592,0.70783424,0.55121654,0.54068345,0.48578689,0.0019641484,0.013284087,0.41973346,0.5048916,0.6342282,0.41938546,0.47886148,0.56014436,0.39469716,0.103420414,0.41828263,0.02835408,0.015229817,0.1354141,0.03520427,7.0,2013.0,2.0,-2.2,7.0,2013.0,2.0,168
0.5230413,0.21375242,0.3831515,0.43516684,0.6987147,0.64275956,0.626672,0.52307546,0.0020728349,0.013185605,0.4210514,0.5186198,0.6359061,0.42070395,0.51756907,0.59226847,0.40435866,0.102007605,0.41828263,0.024896266,0.026589438,0.23647436,0.050979227,7.0,2013.0,3.0,-1.5,7.0,2013.0,3.0,169
0.53704244,0.3339582,0.397121,0.39472938,0.69119775,0.6088553,0.58418924,0.48575798,0.00095588906,0.012030594,0.42939296,0.52887994,0.59685844,0.42901343,0.5260523,0.58985204,0.40264282,0.08222832,0.4265929,0.017980637,0.03972589,0.35302344,0.06434049,7.0,2013.0,4.0,-0.9,7.0,2013.0,4.0,170
0.5508525,0.3524511,0.37166104,0.39111897,0.6905283,0.6218008,0.6107153,0.48657605,0.00062224985,0.0024731872,0.42147264,0.6445037,0.7185474,0.42108798,0.5273966,0.5874977,0.3987096,0.07375147,0.44044316,0.014522822,0.03972089,0.35307807,0.071609385,7.0,2014.0,1.0,0.2,7.0,2014.0,1.0,171
0.54454476,0.34533158,0.39510882,0.37604326,0.6868869,0.64043117,0.67526776,0.48644722,0.0015224179,0.009244994,0.42745233,0.6963231,0.71281594,0.42710525,0.5726405,0.58238405,0.41198757,0.07092586,0.42936268,0.013139696,0.0154316025,0.13721344,0.03012696,7.0,2014.0,2.0,0.1,7.0,2014.0,2.0,172
0.5547231,0.30137807,0.3104504,0.37638137,0.6883535,0.5683483,0.57256377,0.48851013,0.0012354221,0.0051796613,0.432827,0.43196043,0.5140842,0.4324802,0.54468757,0.5474628,0.39897358,0.048320957,0.4335178,0.0089903185,0.02815707,0.250234,0.06306582,7.0,2014.0,3.0,0.1,7.0,2014.0,3.0,173
0.5802883,0.2929534,0.22641075,0.39478266,0.68744886,0.47647485,0.47251803,0.48643836,0.0010732606,0.0039708507,0.44068557,0.3894447,0.4343093,0.44034582,0.56030965,0.522105,0.40554655,0.05538499,0.43767294,0.0062240665,0.041246075,0.36733282,0.06399524,7.0,2014.0,4.0,-0.1,7.0,2014.0,4.0,174
0.56437576,0.33043742,0.21843792,0.37342176,0.6396093,0.27497873,0.3340417,0.48650518,0.001943452,0.0065522366,0.4457826,0.24948204,0.3096029,0.4454368,0.6062025,0.4696474,0.42463198,0.039844114,0.42520756,0.0062240665,0.041603815,0.36973614,0.06291535,7.0,2015.0,1.0,0.1,7.0,2015.0,1.0,175
0.6108232,0.3815751,0.2037385,0.40307155,0.684375,0.28688988,0.3387407,0.48404583,0.0007925985,0.007855348,0.44974628,0.27695116,0.30187014,0.44940072,0.6676247,0.45957997,0.41534007,0.05397218,0.4141275,0.0062240665,0.014002208,0.1320079,0.029253582,7.0,2015.0,2.0,0.5,7.0,2015.0,2.0,176
0.5593105,0.419655,0.21197827,0.3817484,0.68578625,0.2939716,0.3203305,0.48550346,0.00077466894,0.009257448,0.44149143,0.36094925,0.41259095,0.44114524,0.6019377,0.4972498,0.42956832,0.05962341,0.38781145,0.0062240665,0.024775507,0.22108707,0.047030054,7.0,2015.0,3.0,0.5,7.0,2015.0,3.0,177
0.5595494,0.41097644,0.24360435,0.37702063,0.6841122,0.33956197,0.4303564,0.48669654,0.0018235978,0.0081983525,0.43851635,0.29882422,0.39802867,0.4381632,0.60930836,0.50956136,0.41399378,0.0582106,0.38919675,0.0062240665,0.039074954,0.34750873,0.06853735,7.0,2015.0,4.0,1.4,7.0,2015.0,4.0,178
0.5276287,0.414022,0.2186097,0.37584388,0.6955725,0.5203978,0.5060076,0.48599294,0.0010492703,0.007851175,0.43263635,0.55941087,0.596517,0.4322895,0.5498795,0.5687719,0.42407763,0.048320957,0.38919675,0.0055325036,0.03936364,0.35070726,0.06301054,7.0,2016.0,1.0,1.4,7.0,2016.0,1.0,179
0.5366124,0.36245403,0.22907308,0.38051283,0.69268465,0.584396,0.5516849,0.4856911,0.00035451716,0.005698396,0.43678877,0.46477354,0.5181541,0.43644232,0.52340996,0.5863786,0.413545,0.03419289,0.39058167,0.004149378,0.014839576,0.1326155,0.028573908,7.0,2016.0,2.0,1.2,7.0,2016.0,2.0,180
0.5693932,0.4148988,0.2620132,0.38126102,0.68815273,0.5869345,0.57352173,0.48103285,0.0008604617,0.015783448,0.4462619,0.5544599,0.5179507,0.44591615,0.5642036,0.56112784,0.41415218,0.04973376,0.38781145,0.004149378,0.028007824,0.25132778,0.05370648,7.0,2016.0,3.0,1.6,7.0,2016.0,3.0,181
0.56686056,0.48198655,0.25364742,0.3782706,0.68799657,0.5881745,0.5846918,0.48524576,0.000108057175,0.009904793,0.4482635,0.47521386,0.46182975,0.44791794,0.6170035,0.5562716,0.41613197,0.056797795,0.39612168,0.004149378,0.04058613,0.36066383,0.064805314,7.0,2016.0,4.0,1.5,7.0,2016.0,4.0,182
0.67241865,0.41647676,0.30457598,0.383671,0.6888948,0.63559085,0.66152024,0.48967123,0.0031786116,0.0051870546,0.45264387,0.44570762,0.41903737,0.4522987,0.7417486,0.5337023,0.41502327,0.10765883,0.38919675,0.004149378,0.04420806,0.39284545,0.06559316,7.0,2017.0,1.0,1.6,7.0,2017.0,1.0,183
0.6206192,0.48248407,0.3458122,0.37940946,0.6852637,0.59457165,0.6630791,0.48628533,0.0021030111,0.00822257,0.44572318,0.6397636,0.59873104,0.4453775,0.6907102,0.5406748,0.4265854,0.11472287,0.37257627,0.004149378,0.017968804,0.15969771,0.03453407,7.0,2017.0,2.0,1.8,7.0,2017.0,2.0,184
0.62081033,0.5140912,0.37298638,0.3840965,0.68628436,0.730134,0.788055,0.48655286,0.0009871088,0.0045160265,0.443052,0.7231407,0.6708171,0.44270614,0.6741146,0.57421255,0.4244736,0.099181995,0.37396118,0.004149378,0.030483367,0.27089143,0.0484572,7.0,2017.0,3.0,1.7,7.0,2017.0,3.0,185
0.63677067,0.49404278,0.40271512,0.37927702,0.6869162,0.78336155,0.82326573,0.48723152,0.003614423,0.008710488,0.44399947,0.9940241,0.85448027,0.44365388,0.6785185,0.5840461,0.41549844,0.09070516,0.3614958,0.004149378,0.045205288,0.4017071,0.0661974,7.0,2017.0,4.0,1.9,7.0,2017.0,4.0,186
0.5860703,0.47263,0.38807607,0.39713898,0.68746936,0.822984,0.861631,0.48521766,0.00039288038,0.011438278,0.43094465,0.9574181,0.87703794,0.4305979,0.61737436,0.6004882,0.41879812,0.08222832,0.35872558,0.004149378,0.04360268,0.38746628,0.06344512,7.0,2018.0,1.0,1.3,7.0,2018.0,1.0,187
0.58927196,0.41624552,0.30822802,0.37825868,0.68696934,0.7449263,0.7819049,0.48672602,0.003238403,0.012892403,0.45012194,0.63532156,0.6076447,0.4497767,0.6476451,0.5871153,0.40633848,0.09070516,0.35318553,0.004149378,0.015499786,0.03305738,0.014225087,7.0,2018.0,2.0,0.9,7.0,2018.0,2.0,188
0.572786,0.34787527,0.26751474,0.37761426,0.6860577,0.58325136,0.6299617,0.48755705,0.0022218751,0.009108289,0.45888692,0.52509975,0.5128867,0.45854262,0.6778231,0.5685636,0.41072047,0.11472287,0.33102503,0.004149378,0.021541247,0.19142523,0.03732838,7.0,2018.0,3.0,0.6,7.0,2018.0,3.0,189
0.5747452,0.27326322,0.18667151,0.37615776,0.6853683,0.55503684,0.62289715,0.4857784,0.000857699,0.0066245236,0.44575137,0.36440003,0.4430629,0.4454059,0.67810124,0.5570931,0.4190621,0.11189725,0.34072018,0.004149378,0.041333742,0.36730424,0.061315734,7.0,2018.0,4.0,0.3,7.0,2018.0,4.0,190
0.5663827,0.32898355,0.20948984,0.37730244,0.68693036,0.4458453,0.47364402,0.48646992,0.0015052619,0.008877003,0.45457312,0.3042862,0.37437308,0.45422816,0.5910903,0.53572744,0.41000775,0.092117965,0.33379483,0.004149378,0.045819387,0.40716425,0.0679998,7.0,2019.0,1.0,0.5,7.0,2019.0,1.0,191
0.5822953,0.31126672,0.23316057,0.37913024,0.68629056,0.47808632,0.5086835,0.48253703,0.0006939191,0.0055686147,0.44601032,0.48879907,0.5367002,0.44566542,0.5864547,0.5389894,0.42265218,0.08787954,0.3185595,0.004149378,0.017722521,0.1575216,0.032623377,7.0,2019.0,2.0,0.8,7.0,2019.0,2.0,192
0.57880694,0.3033857,0.23779465,0.3791763,0.686358,0.5013013,0.52689767,0.4850368,0.00087117543,0.008912868,0.4149619,0.4401597,0.53967625,0.41461188,0.56851476,0.524727,0.42399845,0.06668744,0.30332404,0.004149378,0.028720155,0.25523564,0.046039462,7.0,2019.0,3.0,0.8,7.0,2019.0,3.0,193
0.56303775,0.27021644,0.34494564,0.41314468,0.6884144,0.49575964,0.46215892,0.4839981,0.00086717086,0.011418246,0.45814273,0.64071417,0.6257092,0.45779392,0.50709254,0.5279769,0.42030278,0.063861825,0.30609414,0.004149378,0.04275781,0.37995824,0.06430611,7.0,2019.0,4.0,-0.2,7.0,2019.0,4.0,194
0.5375203,0.35069612,0.25500017,0.38062334,0.68588746,0.51078576,0.5569942,0.48626974,0.0011419975,0.006414221,0.43046084,0.6818421,0.6882933,0.4301116,0.59549415,0.5350499,0.41923615,0.08971619,0.20221606,0.045643155,0.3783606,0.073140316,0.02223276,8.0,2013.0,1.0,1.57,8.0,2013.0,1.0,195
0.56275105,0.34240928,0.26885104,0.3784965,0.6863409,0.5760391,0.60149014,0.48603037,0.001135969,0.008175151,0.45352066,0.7760488,0.6285822,0.45317394,0.6098183,0.52096456,0.44221517,0.08364112,0.20083098,0.045643155,0.0139534045,0.0027217155,0.0032753292,8.0,2013.0,2.0,1.82,8.0,2013.0,2.0,196
0.5621776,0.4344385,0.23658916,0.3812478,0.6869481,0.55650365,0.567543,0.4860416,0.0011023576,0.007937748,0.4613712,0.7282767,0.54144627,0.46102417,0.5884016,0.48074052,0.45117125,0.10002968,0.19944596,0.045643155,0.019656809,0.0038442248,0.005583076,8.0,2013.0,3.0,2.52,8.0,2013.0,3.0,197
0.5864048,0.49922332,0.27011055,0.37941116,0.6868753,0.5294294,0.5467306,0.48675063,0.0010865785,0.002814431,0.4715711,0.8207232,0.5383382,0.47122717,0.5959114,0.465797,0.45029303,0.09056387,0.20083098,0.045643155,0.430067,0.083178625,0.020860776,8.0,2013.0,4.0,3.38,8.0,2013.0,4.0,198
0.55816364,0.4733365,0.2532194,0.37941602,0.6875693,0.5482014,0.5419204,0.48957464,0.008602517,0.009464014,0.46705565,0.7663095,0.5839891,0.46671072,0.57115704,0.4240231,0.44541806,0.11006061,0.19806093,0.045643155,0.35265306,0.06817797,0.02758233,8.0,2014.0,1.0,2.64,8.0,2014.0,1.0,199
0.6188034,0.57609683,0.32163087,0.37995544,0.6876083,0.60379803,0.58777374,0.48597,0.0010798943,0.0077929925,0.44488916,0.90366477,0.8097538,0.44454566,0.6034211,0.45321,0.456982,0.14552206,0.19944596,0.045643155,0.014097516,0.002863609,0.0057666725,8.0,2014.0,2.0,2.98,8.0,2014.0,2.0,200
0.65263546,0.52340084,0.33307597,0.3810802,0.6874717,0.5995523,0.60095716,0.48608267,0.0010971223,0.007876111,0.4491268,0.6687085,0.6528381,0.44878763,0.6155201,0.47849423,0.46139142,0.13944699,0.19529083,0.045643155,0.04956676,0.009607893,0.007960634,8.0,2014.0,3.0,3.12,8.0,2014.0,3.0,201
0.63959,0.5111643,0.24487546,0.38207594,0.68655777,0.5310195,0.5594272,0.48213142,0.0010637648,0.008815865,0.52043253,0.5995454,0.6022051,0.520097,0.6244205,0.46200883,0.45103058,0.1328068,0.18282546,0.045643155,0.50126183,0.09716185,0.024717547,8.0,2014.0,4.0,2.76,8.0,2014.0,4.0,202
0.629125,0.43108252,0.21473601,0.37808642,0.68337095,0.37724227,0.4796963,0.48519963,0.00012513879,0.0057169604,0.5806575,0.57037675,0.5045138,0.58032316,0.62622845,0.43623438,0.42629054,0.09663894,0.18698059,0.03526971,0.56163996,0.10851562,0.025601124,8.0,2015.0,1.0,2.01,8.0,2015.0,1.0,203
0.5611741,0.27329028,0.20907328,0.37947994,0.68471926,0.35108277,0.42881185,0.4861843,0.0010207887,0.0073170736,0.53512734,0.5153209,0.42406765,0.53478557,0.5822826,0.43670824,0.43312782,0.08929235,0.1911357,0.03526971,0.006414372,0.0012495251,0.0028240336,8.0,2015.0,2.0,0.81,8.0,2015.0,2.0,204
0.56819856,0.34742764,0.11492625,0.37670666,0.68389183,0.29259413,0.3778662,0.48651257,0.00095736794,0.006656997,0.6085824,0.4493551,0.3576663,0.60823905,0.55975336,0.36118189,0.43567842,0.101583764,0.19529083,0.024896266,0.036507145,0.0073757255,0.0075366125,8.0,2015.0,3.0,0.21,8.0,2015.0,3.0,205
0.5489888,0.2653411,0.13302493,0.37958997,0.6862585,0.3231649,0.3701017,0.48668146,0.0009788144,0.0060814773,0.89273417,0.4844864,0.36352327,0.8924144,0.54946226,0.376415,0.43812245,0.10765883,0.19806093,0.024896266,0.5525175,0.10710765,0.021037212,8.0,2015.0,4.0,-0.41,8.0,2015.0,4.0,206
0.5951496,0.30733812,0.1587326,0.3807711,0.68660814,0.40734455,0.44000348,0.4864373,0.00083847984,0.0046818573,0.46587864,0.50222224,0.5051819,0.46552342,0.5593362,0.435178,0.47251186,0.1167008,0.20360108,0.024896266,0.45803335,0.089190446,0.025377097,8.0,2016.0,1.0,0.74,8.0,2016.0,1.0,207
0.51443994,0.28354323,0.19564757,0.37970376,0.6858815,0.43763727,0.4901299,0.486761,0.00088617497,0.006219813,0.44761866,0.55438745,0.57454115,0.44729525,0.55975336,0.49793383,0.4544188,0.116842076,0.19667585,0.024896266,0.012541733,0.0025613466,0.004288199,8.0,2016.0,2.0,0.52,8.0,2016.0,2.0,208
0.5270553,0.3488552,0.30859357,0.38005105,0.685945,0.5375006,0.57994616,0.47186056,0.0009318153,0.010312317,0.43768477,0.77651083,0.76485044,0.43734652,0.5925737,0.56172645,0.4420412,0.103420414,0.19529083,0.024896266,0.13582169,0.026432857,0.008990145,8.0,2016.0,3.0,1.2,8.0,2016.0,3.0,209
0.5525727,0.42204157,0.34734297,0.37982824,0.68885046,0.6176972,0.5893546,0.486761,0.0009297071,0.0065283673,0.42943272,0.73056823,0.77119774,0.42908043,0.5654552,0.56999785,0.45310313,0.11006061,0.1939058,0.024896266,0.53457755,0.1032912,0.02429618,8.0,2016.0,4.0,1.7,8.0,2016.0,4.0,210
0.59988034,0.45551562,0.39202055,0.37986207,0.6871052,0.72001034,0.7089414,0.486028,0.0011389751,0.008197061,0.46539533,0.9217815,0.7821136,0.46506196,0.75931764,0.62218,0.4615798,0.13224167,0.18282546,0.024896266,0.650267,0.12564187,0.029231897,8.0,2017.0,1.0,2.37,8.0,2017.0,1.0,211
0.58597475,0.44878602,0.34023508,0.37737957,0.6858685,0.6439009,0.6805205,0.48630863,0.0011420914,0.0070626047,0.4733205,0.93430877,0.7657331,0.47298586,0.77225107,0.59011203,0.47192797,0.10921292,0.16343486,0.038727526,0.08299316,0.016032334,0.007924991,8.0,2017.0,3.0,2.93,8.0,2017.0,3.0,212
0.5441147,0.44333595,0.2955401,0.3793666,0.684946,0.6807313,0.73715913,0.48566905,0.001146319,0.009936235,0.4614525,0.79281133,0.64700943,0.4611008,0.6530688,0.5536961,0.44652286,0.13831674,0.15096949,0.056016598,0.43158874,0.08337296,0.032755807,8.0,2018.0,1.0,2.78,8.0,2018.0,1.0,213
0.6159362,0.49734217,0.25101963,0.38305873,0.6881936,0.6896161,0.6609013,0.486761,0.0010502619,0.0055745044,0.4537373,0.72338533,0.6232488,0.4533845,0.6088448,0.49912983,0.44044483,0.1648775,0.14958447,0.066390045,0.021895833,0.0042505856,0.0055310177,8.0,2018.0,3.0,2.99,8.0,2018.0,3.0,214
0.5593105,0.37477046,0.23349181,0.37793383,0.6860206,0.5494434,0.58902633,0.48597163,0.0010429759,0.008192886,0.419079,0.5605512,0.737775,0.4187313,0.5768589,0.50663006,0.42521745,0.11938513,0.14819944,0.07676349,0.5546729,0.107128374,0.03343124,8.0,2019.0,1.0,1.77,8.0,2019.0,1.0,215
0.28016168,0.4241888,0.039698068,0.35937905,0.68966675,0.2874896,0.25707215,0.30728453,0.0015535881,1.0,0.46129772,0.10630371,0.05676349,0.46095997,0.2910254,0.15215813,0.4361413,0.4580349,0.11599016,0.4813278,0.94561046,0.09959084,0.096711054,9.0,2014.0,4.0,0.9276832,9.0,2014.0,4.0,216
0.31109354,0.37345132,0.05965831,0.38042688,0.6867983,0.122108944,0.027603617,0.486759,0.00071773655,0.0023620373,0.44325006,0.0294885,0.07836093,0.4429041,0.032449473,0.0,0.35853252,0.7377706,0.12511453,0.6403873,0.73274326,0.07588334,0.09061667,9.0,2015.0,1.0,-1.5260212,9.0,2015.0,1.0,217
0.08467973,0.34076697,0.121879406,0.37956688,0.68781334,0.061925016,0.01698535,0.4851845,0.00074793556,0.010829138,0.4578213,0.0,0.0,0.4574766,0.0,0.18530689,0.3371505,0.7222297,0.13531752,0.52973723,0.002501999,0.0002615904,0.002507894,9.0,2015.0,2.0,-3.088915,9.0,2015.0,2.0,218
0.0,0.3779351,0.0971206,0.9813808,0.68713653,0.0,0.0,0.48676035,0.0007582553,1.2375319e-05,0.44969288,0.082780205,0.05071922,0.44934726,0.041674394,0.031037997,0.3350387,0.7165785,0.13505355,0.46749654,0.0182853,0.0019282917,0.0137483245,9.0,2015.0,3.0,-1.6999714,9.0,2015.0,3.0,219
0.11090051,0.4644248,0.20117003,0.38835883,0.6861063,0.12183634,0.112113446,0.48675784,0.0006309694,0.0,0.4354842,0.2500957,0.2861979,0.43513763,0.13257927,0.24076316,0.31392065,0.6657175,0.14278622,0.46058092,0.7613272,0.07957776,0.08608464,9.0,2015.0,4.0,-1.5971363,9.0,2015.0,4.0,220
0.38942415,0.3617699,0.21626692,0.3766384,0.683323,0.103665195,0.3039468,0.4580403,0.00089500734,0.007993564,0.43859777,0.44651496,0.43612957,0.4382514,0.35652697,0.36270788,0.3738431,0.40717384,0.14066142,0.46058092,0.63255256,0.06631352,0.10539187,9.0,2016.0,1.0,-0.20645504,9.0,2016.0,1.0,221
0.16588242,0.38442478,0.22129904,0.37557822,0.68186355,0.21629225,0.4271433,0.4808641,0.001934331,0.051841978,0.43412945,0.41043937,0.4616588,0.43378276,0.5055164,0.2645277,0.37463504,0.36337686,0.1397035,0.4536653,0.004912023,0.0005219497,0.0038452249,9.0,2016.0,2.0,0.3213251,9.0,2016.0,2.0,222
0.3928899,0.42560473,0.33400363,0.37547985,0.6814333,0.41846132,0.56538737,0.49150956,0.0025835023,0.011524004,0.4273151,0.50761706,0.6656372,0.42696795,0.6457908,0.52450687,0.3825543,0.34077194,0.1360125,0.4329184,0.033245135,0.0035066416,0.02124142,9.0,2016.0,3.0,0.058542266,9.0,2016.0,3.0,223
0.5555245,0.5132743,0.42731336,0.3766899,0.68466306,0.5884125,0.7080759,0.4893216,0.008322761,0.009155913,0.41694796,0.5968792,0.94868875,0.4166001,0.6908029,0.6585381,0.3770108,0.29556212,0.12874797,0.41908714,0.90536404,0.09372714,0.11907425,9.0,2016.0,4.0,0.53795344,9.0,2016.0,4.0,224
0.9272317,0.44837758,0.5228685,0.38554737,0.68924904,1.0,0.9411188,0.48825997,0.0018859314,0.00755166,0.42049506,0.6083802,0.87422544,0.4201474,0.9507232,1.0,0.40050462,0.24752669,0.13526188,0.41562933,1.0,0.103454955,0.13542096,9.0,2017.0,1.0,1.3100138,9.0,2017.0,1.0,225
0.86831504,0.50442475,0.3399051,0.38696253,0.68541825,0.8602281,0.91487336,0.48666567,0.0006210737,0.0012697022,0.4292465,0.6159173,0.7302091,0.4288993,0.97241795,0.81474996,0.42056677,0.2291602,0.12125151,0.39142463,0.010762483,0.0011138113,0.008442469,9.0,2017.0,2.0,2.3412426,9.0,2017.0,2.0,226
0.80636036,0.43457228,0.3237404,0.35884613,0.5591677,0.8043247,0.90340483,0.48469397,0.00048531368,0.008444385,0.42874914,0.661637,0.7766964,0.42840195,0.87094384,0.65320843,0.42927796,0.19525285,0.11261903,0.37067774,0.054576162,0.0056474553,0.018476205,9.0,2017.0,3.0,2.6379209,9.0,2017.0,3.0,227
0.86107147,0.3100885,0.29590026,0.384169,0.6873641,0.8468743,0.879445,0.48535165,0.00042302255,0.008482561,0.44371784,0.6797295,0.61859053,0.44337162,0.8791489,0.57864183,0.43904504,0.15993269,0.11602502,0.3395574,0.82738346,0.08559713,0.107920334,9.0,2017.0,4.0,1.0403416,9.0,2017.0,4.0,228
0.5978812,0.72247785,0.30381086,0.38159302,0.6880494,0.8738601,0.8417072,0.48145974,0.00041503462,0.023557203,0.44153735,0.6814342,0.63741463,0.44119108,0.84855366,0.44990692,0.43455747,0.14721742,0.113885015,0.3153527,0.6675566,0.06906856,0.14507446,9.0,2018.0,1.0,2.5630643,9.0,2018.0,1.0,229
0.96150434,0.61545724,0.2896205,0.3925859,0.7372482,0.9145232,0.7290772,0.4859599,0.0008812669,0.008296268,0.43569303,0.55408317,0.57829475,0.4353464,0.683664,0.36084843,0.43825313,0.15145583,0.10330428,0.30497926,0.007276573,0.00017624523,0.006554574,9.0,2018.0,2.0,2.728981,9.0,2018.0,2.0,230
0.97267973,0.61522126,0.27953377,0.41663325,0.7299745,0.95314616,0.5757197,0.4866574,0.001150576,0.0054306285,0.43845978,0.47027162,0.4717801,0.43811324,0.5445485,0.43336618,0.43455747,0.17829917,0.09537323,0.30843708,0.027022611,0.0027972518,0.020083496,9.0,2018.0,3.0,2.6339061,9.0,2018.0,3.0,231
0.823495,0.580531,0.23055686,0.38870493,0.6955552,0.7736188,0.5115847,0.0,0.00041565392,0.019837018,0.44626257,0.44998467,0.36142898,0.44591653,0.51895976,0.41957635,0.43482146,0.21503215,0.10430874,0.31881052,0.6969936,0.07211658,0.17196247,9.0,2018.0,4.0,3.239026,9.0,2018.0,4.0,232
0.4391672,0.46926254,0.20932147,0.37942785,0.68657184,0.52605355,0.51368016,0.4868058,0.0021087783,0.0023320618,0.44366738,0.47005025,0.40871507,0.44332108,0.51951605,0.43429762,0.43138975,0.2701316,0.105770096,0.32572615,0.92473125,0.09569821,0.18439469,9.0,2019.0,1.0,1.388533,9.0,2019.0,1.0,233
0.4199669,0.45274335,0.29550406,0.37749338,0.68401057,0.47234142,0.60443884,0.48674452,0.0015143908,0.002216557,0.44053212,0.6691078,0.6194484,0.44018558,0.53476727,0.5707011,0.42822206,0.26306757,0.095783755,0.32226834,0.009488422,0.0009836523,0.010395507,9.0,2019.0,2.0,1.3575612,9.0,2019.0,2.0,234
0.42781025,0.4940413,0.30345798,0.37638438,0.68314654,0.43294156,0.6747355,0.4790777,0.0010677801,0.014335257,0.4406421,0.6890722,0.63510096,0.4402957,0.6235861,0.609575,0.4224146,0.23339863,0.08660159,0.30152145,0.055517126,0.0057475273,0.043324266,9.0,2019.0,3.0,2.7674618,9.0,2019.0,3.0,235
0.40284088,0.4462537,0.38573286,0.3766156,0.68264985,0.44074097,0.82224905,0.48656467,0.0008582698,0.0027599556,0.43026212,0.78979254,0.8988213,0.42991513,0.7006304,0.637366,0.4298059,0.19666566,0.097112685,0.27040112,0.8018315,0.08295182,0.19447537,9.0,2019.0,4.0,3.0695016,9.0,2019.0,4.0,236
0.50545627,0.28603187,0.35847196,0.3805753,0.68240637,0.541813,0.6332259,0.48726153,0.006117734,0.0077989954,0.4195405,0.79499424,0.93910295,0.41919425,0.59377897,0.5887499,0.42208526,0.20739077,0.11169684,0.18395574,0.039721306,0.078452684,0.10319252,10.0,2013.0,1.0,-0.3,10.0,2013.0,1.0,237
