feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target_0,target_1,target_2,sample_id
-0.50715595,0.017920088,-0.739126,-0.06791856,-1.3358423,-1.3203498,-0.07133338,-0.40983588,-0.82942295,-0.8493789,-0.56346804,0.021489901,-1.096165,2.3024294,-0.8096817,-0.23467515,10.0,-0.51622224,1.5606267,10.0,-0.51622224,48
1.0965782,0.64115626,-0.45593205,-0.99969447,-0.7372435,-0.29588374,0.23111896,-0.096659176,0.21344356,-0.8104911,-0.59253407,0.61189705,-0.005823883,-0.43318063,-0.5038575,0.4466949,11.0,-0.51622224,2.8091033,11.0,-0.51622224,49
0.12961397,-0.04546008,-0.020509984,1.1271372,0.69251883,0.7387829,0.24233334,0.43436828,0.19696636,-0.6257136,0.06569442,0.43783745,0.20820102,-0.5174677,-0.6169252,0.09831458,12.0,-0.51622224,2.7023234,12.0,-0.51622224,50
-3.3115206,-0.64347035,-0.48520434,1.2411728,-0.031016093,-0.43185374,-0.44818816,2.2280352,-0.4124946,-0.0068901298,-0.6271997,5.1531973,-0.110544145,-0.6602163,1.5806086,-0.055966757,13.0,-0.51622224,1.9591697,13.0,-0.51622224,51
0.5314042,0.1704302,-0.53320634,0.9893512,-1.6639259,-1.2564896,-0.29494438,0.5521172,0.6187066,0.14479649,-1.1089902,0.9123898,0.70209336,-0.5425976,0.03720505,-0.2103138,14.0,-0.51622224,4.3832984,14.0,-0.51622224,52
0.16358927,-1.8092316,1.4388381,0.07669034,-0.8807461,-0.837268,1.3753171,-5.1802034,-4.675555,-0.32137418,4.2529297,-2.4581637,-5.235572,-0.6158481,-0.8131587,-0.39725935,15.0,-0.51622224,-1.9727192,15.0,-0.51622224,53
0.8457806,-1.1930008,-0.14753051,-0.85785246,1.5433902,1.9641263,-5.334008,-0.70791346,0.8423765,-0.31436956,-0.4292304,0.35204145,2.7444856,-0.68040967,3.1154187,4.278436,16.0,-0.51622224,4.690145,16.0,-0.51622224,54
-0.23477969,0.6735088,1.1906834,-0.05929147,1.3776845,1.0090572,1.5428815,-0.3681892,1.3574178,0.8218309,1.6833069,1.36646,1.3842452,-0.5487879,-0.38201573,-0.3958265,17.0,-0.51622224,6.084487,17.0,-0.51622224,55
0.08662052,-0.04384925,-0.5073542,-0.97295624,-0.048752017,0.042032138,-0.3840506,0.47966072,0.44417274,-0.3916621,-0.784582,0.42881715,0.51642424,-0.21811144,-0.17686321,0.6926892,18.0,-0.51622224,2.7063696,18.0,-0.51622224,56
1.0478508,0.9668765,-0.2901783,0.9282056,0.8766431,1.3775347,-0.85036105,-0.55321634,0.48435205,-0.2875587,-0.40605617,-1.1166805,0.17439775,0.4019898,-0.71112853,-0.47661227,0.0,-0.018436508,2.7791426,0.0,-0.018436508,57
